[DEBUG] [2020-11-29 00:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 26744821155240a7be8c2b77e1e80e9d, msgType : 19
[DEBUG] [2020-11-29 00:19:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d72bbf20bbe349c6b414ab551c3fb2cb, msgType : 19
[DEBUG] [2020-11-29 00:19:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 247325d5d96848d8b785bf4b59f35ebb, msgType : 19
[DEBUG] [2020-11-29 00:19:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 675960c7be2742eca14359914fccbae9, msgType : 19
[DEBUG] [2020-11-29 00:19:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c4015cab707249499ec7740e3426f24d, msgType : 19
[DEBUG] [2020-11-29 00:19:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fa740ac8962b46da83da6c6272ba87b2, msgType : 19
[DEBUG] [2020-11-29 00:19:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c6d36434c4af4a528d74ccf4ad449ba9, msgType : 19
[DEBUG] [2020-11-29 00:19:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 991721a03a5d4c66836dae6ebd868c0b, msgType : 19
[DEBUG] [2020-11-29 00:19:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f26db31e057040939d6d9a2a6b522594, msgType : 19
[DEBUG] [2020-11-29 00:19:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a23f2e6c0fd0491594d3d64439c0ee34, msgType : 19
[DEBUG] [2020-11-29 00:19:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 55efd3d7756a4caab5b378b218757ec4, msgType : 19
[DEBUG] [2020-11-29 00:19:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f85faaddb3a140ca9e3efeaee29b2420, msgType : 19
[DEBUG] [2020-11-29 00:19:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 855d8b72d9df49a6935d0fa491805fc7, msgType : 19
[DEBUG] [2020-11-29 00:19:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5483596e71d34190b9581fd5fe51ef89, msgType : 19
[DEBUG] [2020-11-29 00:19:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c31e3a4265a04a5cbf4f84775c651562, msgType : 19
[DEBUG] [2020-11-29 00:19:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c6a5f844a55e4c3face2aac35eb9e51f, msgType : 19
[DEBUG] [2020-11-29 00:19:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 619b9aada61f4ade804dec88eb9ac0e3, msgType : 19
[DEBUG] [2020-11-29 00:19:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6f90253e1c6b428e95be4bcb014b2e61, msgType : 19
[DEBUG] [2020-11-29 00:19:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8ee79e0323df4804acce2edbe4b2153c, msgType : 19
[DEBUG] [2020-11-29 00:19:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 40f9d1b8922c45e1af2d1c020ddcedab, msgType : 19
[DEBUG] [2020-11-29 00:19:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1f0fa6b048d44549ab26492126aaa7aa, msgType : 19
[DEBUG] [2020-11-29 00:19:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c4ab77fcbf7940afba6746e602088752, msgType : 19
[DEBUG] [2020-11-29 00:20:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7f6af14aafd946d691e2dd308a72b853, msgType : 19
[DEBUG] [2020-11-29 00:20:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1515ccb685504cedbc14015d61784515, msgType : 19
[DEBUG] [2020-11-29 00:20:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9f93ac68b2ed4620858cfd7d7e052376, msgType : 19
[DEBUG] [2020-11-29 00:20:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fe5e93472225473da95f17d9f36fbd6e, msgType : 19
[DEBUG] [2020-11-29 00:20:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 794c3b5ea61642fb9e9b14b1aebd0261, msgType : 19
[DEBUG] [2020-11-29 00:20:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e5a18da3f1674844af22aa82a06a9651, msgType : 19
[DEBUG] [2020-11-29 00:20:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 05e5988b4cbf4353a0f78989bbb7f6b4, msgType : 19
[DEBUG] [2020-11-29 00:20:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e1d9922e1cb54c59be7903d440e346ca, msgType : 19
[DEBUG] [2020-11-29 00:20:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 93f697673c694c9b9816e188ea5645e5, msgType : 19
[DEBUG] [2020-11-29 00:20:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ec33da0b2eda47d88ef0e49dc72b26f7, msgType : 19
[DEBUG] [2020-11-29 00:20:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5871f7b03256492dadb55f17239e1366, msgType : 19
[DEBUG] [2020-11-29 00:20:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca29fb8434f744d697b8f51995bc5f30, msgType : 19
[DEBUG] [2020-11-29 00:20:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : b822415c3afa46f8b17fae16a9654c75, msgType : 18
[DEBUG] [2020-11-29 00:20:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5409f44c55bc42e688ada9354132351d, msgType : 18
[DEBUG] [2020-11-29 00:20:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2bcf913546be4266bb71b871e512bebb, msgType : 19
[DEBUG] [2020-11-29 00:20:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 710534d79757473fabce7a6380f0fb7c, msgType : 19
[DEBUG] [2020-11-29 00:20:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 169364dbc930457c838d6d02cef46209, msgType : 19
[DEBUG] [2020-11-29 00:20:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 61a71083cf1d4b4dbfadc43d28c00a42, msgType : 19
[DEBUG] [2020-11-29 00:20:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c92104d8bd264ea4b7d5e04e7dace9fd, msgType : 19
[DEBUG] [2020-11-29 00:20:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ae1ce4a1e5274e66b62c66162b4d87be, msgType : 19
[DEBUG] [2020-11-29 00:20:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bbd0940445484c87ae05c3379dd05023, msgType : 19
[DEBUG] [2020-11-29 00:20:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d9ff024cc0dc484ebbcef02d84146128, msgType : 19
[DEBUG] [2020-11-29 00:20:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 96e5d049a3a0456786ee7dfb3538cac0, msgType : 19
[DEBUG] [2020-11-29 00:20:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f7a5273014664f3192dbb0794b1fc01f, msgType : 19
[DEBUG] [2020-11-29 00:20:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 532066906511457c9f1d0e48acd2d777, msgType : 19
[DEBUG] [2020-11-29 00:20:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a069c440585d47f1904ccbdb1f97f166, msgType : 19
[DEBUG] [2020-11-29 00:20:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e7d6be1da895409d919821e53d47d21e, msgType : 19
[DEBUG] [2020-11-29 00:20:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 524a6774fa074e75ad1b184b98ac2c44, msgType : 19
[DEBUG] [2020-11-29 00:20:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 35c0d680e12a43748e626f3663340d86, msgType : 19
[DEBUG] [2020-11-29 00:20:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 069025b11e714ad88bf763c103c94ee6, msgType : 19
[DEBUG] [2020-11-29 00:20:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 30189150b3094a76b826e615ea357860, msgType : 19
[DEBUG] [2020-11-29 00:20:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 04fe0b451b14402c9f045485b9a1a1cf, msgType : 19
[DEBUG] [2020-11-29 00:20:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7024d3adbbbc45c8ac496fa9f646fb7f, msgType : 19
[DEBUG] [2020-11-29 00:20:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 591ad5afa1264859a1638b03b8d2d860, msgType : 19
[DEBUG] [2020-11-29 00:20:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7b7da11d1bd24d6d9ede9abb77d657f4, msgType : 19
[DEBUG] [2020-11-29 00:20:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9b73321c09da4d74b20d9edb1bc31e05, msgType : 19
[DEBUG] [2020-11-29 00:20:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 93edbae9dc3b40c393513047e82b65df, msgType : 19
[DEBUG] [2020-11-29 00:20:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4de7834644a344e5939c29007713642b, msgType : 19
[DEBUG] [2020-11-29 00:20:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fe682350f6c4464a9f0a95d270d4629e, msgType : 19
[DEBUG] [2020-11-29 00:20:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6c75a74eeb72465b85942fd79cf0a451, msgType : 19
[DEBUG] [2020-11-29 00:20:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f9573869ddc847e7b466927e61b064ae, msgType : 19
[DEBUG] [2020-11-29 00:20:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c0e6eb1d29dc485582bec36c35fba1d6, msgType : 19
[DEBUG] [2020-11-29 00:20:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f5d8dea58b6f4e2da547fa3623b3aca1, msgType : 19
[DEBUG] [2020-11-29 00:20:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 901fa808a1df4715a5dfcdea43107add, msgType : 19
[DEBUG] [2020-11-29 00:20:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 127257dafe7343dd9e3d8e4c4bffd741, msgType : 19
[DEBUG] [2020-11-29 00:20:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 27c51c45eb4b4872ac8b8df3060e7db3, msgType : 19
[DEBUG] [2020-11-29 00:20:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4cfa7bdb110a431f918dfccd9682d9aa, msgType : 19
[DEBUG] [2020-11-29 00:20:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : a43b90dd42f64d4a85a256406ca0a988, msgType : 19
[DEBUG] [2020-11-29 00:20:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 271d1ced8be04be998e69f6d1e4e71b4, msgType : 19
[DEBUG] [2020-11-29 00:20:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : bc37c79b70424bf5b9174f6a125680b2, msgType : 19
[DEBUG] [2020-11-29 00:20:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3f1fee7c998f4aba8713a5090242b74f, msgType : 19
[DEBUG] [2020-11-29 00:20:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c74b45b44f954450824bc0ec677e9453, msgType : 19
[DEBUG] [2020-11-29 00:20:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e18279aa45d6441887fb686513bf33e9, msgType : 19
[DEBUG] [2020-11-29 00:20:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0d4400836c1440a5994aab963d44c0da, msgType : 19
[DEBUG] [2020-11-29 00:20:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8506b1b7d559424f81db5b79b731d0fa, msgType : 19
[DEBUG] [2020-11-29 00:20:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c94142f0ccb8448d8e1486654c286a98, msgType : 19
[DEBUG] [2020-11-29 00:20:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6dbddf49a63140dc88e85a6eadebebbf, msgType : 19
[DEBUG] [2020-11-29 00:20:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7ad3d3bf64ed47b682750c948977cd15, msgType : 19
[DEBUG] [2020-11-29 00:20:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a9a89adb40234bebb871125e9a71626d, msgType : 19
[DEBUG] [2020-11-29 00:20:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 95488aadfb67424cb7e2f546695fd833, msgType : 19
[DEBUG] [2020-11-29 00:20:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a1fed564239f4111ad839a140b65013d, msgType : 19
[DEBUG] [2020-11-29 00:20:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0a57eb976545481e9e0c342c2c6aa418, msgType : 19
[DEBUG] [2020-11-29 00:21:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 12eaa0b815f94579ba6c57a949839848, msgType : 19
[DEBUG] [2020-11-29 00:21:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4356b364dbfd4c1dbfea0c64227b4ac5, msgType : 19
[DEBUG] [2020-11-29 00:21:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 87cd32f175b24951b51da69562500d93, msgType : 19
[DEBUG] [2020-11-29 00:21:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5200fd9d865449eb9fe4f5b60b9b0e98, msgType : 19
[DEBUG] [2020-11-29 00:21:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c7567b9025004589a3f101caa0acc410, msgType : 19
[DEBUG] [2020-11-29 00:21:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5a68db40c2314aeaa5b3d9ff73b6b64c, msgType : 19
[DEBUG] [2020-11-29 00:21:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cccd9f79e2a742d3a21e135ce9ffdb30, msgType : 19
[DEBUG] [2020-11-29 00:21:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 08d2c2dcd8344ecf856298df66dfebc5, msgType : 19
[DEBUG] [2020-11-29 00:21:08] ChannelImp.stop(154) | stop channel...
[DEBUG] [2020-11-29 00:21:08] NetworkImp.stop(219) | stop Network...
[INFO] [2020-11-29 00:21:08] ChannelHandler.userEventTriggered(105) |  ssl close completion event, host: 127.0.0.1, port: 20200, ctx: 1865227783 
[DEBUG] [2020-11-29 00:21:08] ChannelImp.stop(160) | stop channel succ...
[INFO] [2020-11-29 00:21:08] ChannelHandler.userEventTriggered(105) |  ssl close completion event, host: 127.0.0.1, port: 20201, ctx: 1024959954 
[DEBUG] [2020-11-29 00:21:08] ChannelHandler.channelInactive(128) |  channelInactive, disconnect 127.0.0.1:20201 ,false
[DEBUG] [2020-11-29 00:21:08] ConnectionManager.removeConnectionContext(419) |  result: true, host: 127.0.0.1, port: 20201, ctx: 1024959954
[DEBUG] [2020-11-29 00:21:08] ChannelMsgHandler.onDisconnect(163) | onDisconnect in ChannelMsgHandler called, host : 127.0.0.1:20201
[DEBUG] [2020-11-29 00:21:08] GroupManagerServiceImpl.stop(431) | stop GroupManagerService...
[DEBUG] [2020-11-29 00:21:08] ChannelHandler.channelInactive(128) |  channelInactive, disconnect 127.0.0.1:20200 ,false
[DEBUG] [2020-11-29 00:21:08] ConnectionManager.removeConnectionContext(419) |  result: true, host: 127.0.0.1, port: 20200, ctx: 1865227783
[DEBUG] [2020-11-29 00:21:08] ChannelMsgHandler.onDisconnect(163) | onDisconnect in ChannelMsgHandler called, host : 127.0.0.1:20200
[DEBUG] [2020-11-29 00:21:08] BlockNumberNotifyHandler.onDisconnect(97) | onDisconnect, endpoint: 127.0.0.1:20200
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[DEBUG] [2020-11-29 00:21:08] GroupManagerServiceImpl.stop(435) | stop GroupManagerService succ...
[INFO] [2020-11-29 00:21:08] AmopImp.stop(172) | amop module stopped
[INFO] [2020-11-29 00:21:08] AmopImp.unSubscribeAll(179) | unsubscribe all topics, inform 1 peers
[INFO] [2020-11-29 00:21:08] AmopImp.unSubscribeToPeer(227) |  send update topic message request, seq: 4f1ffc0f25f9494691941432d116f57a, content: ["_block_notify_1"]
[DEBUG] [2020-11-29 00:21:08] BlockNumberNotifyHandler.onDisconnect(97) | onDisconnect, endpoint: 127.0.0.1:20201
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[INFO] [2020-11-29 00:21:08] EventPushMsgHandler.onDisconnect(90) |  filter connection disconnect
[DEBUG] [2020-11-29 00:21:08] GroupServiceImpl.resetLatestBlockNumber(161) | g:1, resetLatestBlockNumber, latestBlockNumber: 0, nodeWithLatestBlockNumber:[], maxBlockNumber: 0
[DEBUG] [2020-11-29 00:21:08] GroupServiceImpl.removeNode(67) | g:1, removeNode=127.0.0.1:20201, blockNumberInfoSize=1, latestBlockNumber:0
[DEBUG] [2020-11-29 00:21:08] TopicManager.updateBlockNotify(139) | update block notify, peer: 127.0.0.1:20201, groupInfo: [1]
[DEBUG] [2020-11-29 00:21:08] TopicManager.updateBlockNotify(144) | add block notify, peer: 127.0.0.1:20201, topic: _block_notify_1
[INFO] [2020-11-29 00:21:08] AmopImp.sendSubscribe(193) | update subscribe inform 0 peers
